,gpa,major,gmat,work_exp,admission
3782,3.19,Business,600.0,6.0,Rejected
3783,3.28,Humanities,680.0,6.0,Admit
3784,3.09,STEM,570.0,4.0,Rejected
3785,3.05,Business,660.0,5.0,Rejected
3786,3.2,Business,660.0,6.0,Rejected
3787,2.99,Humanities,600.0,5.0,Rejected
3788,3.26,Humanities,730.0,4.0,Rejected
3789,3.29,Humanities,640.0,5.0,Rejected
3790,3.32,STEM,640.0,6.0,Rejected
3791,3.4,STEM,720.0,7.0,Admit
3792,3.42,Humanities,580.0,6.0,Rejected
3793,3.38,Humanities,690.0,4.0,Rejected
3794,3.46,Humanities,600.0,4.0,Rejected
3795,3.21,STEM,630.0,6.0,Rejected
3796,3.42,Humanities,660.0,5.0,Rejected
3797,3.36,Business,710.0,5.0,Rejected
3798,3.24,Humanities,680.0,5.0,Admit
3799,3.21,STEM,670.0,4.0,Admit
3800,3.38,Humanities,700.0,7.0,Rejected
3801,3.07,STEM,650.0,7.0,Rejected
3802,3.48,Humanities,690.0,4.0,Rejected
3803,3.18,Humanities,680.0,4.0,Rejected
3804,3.27,STEM,670.0,4.0,Admit
3805,3.17,STEM,590.0,5.0,Rejected
3806,3.21,STEM,600.0,6.0,Rejected
3807,3.34,Humanities,740.0,4.0,Rejected
3808,3.01,STEM,570.0,4.0,Rejected
3809,3.28,Business,660.0,6.0,Rejected
3810,3.06,STEM,570.0,5.0,Rejected
3811,3.34,STEM,730.0,5.0,Rejected
3812,3.37,Humanities,640.0,5.0,Rejected
3813,3.24,Business,710.0,5.0,Rejected
3814,3.22,STEM,720.0,5.0,Rejected
3815,3.15,Business,640.0,5.0,Rejected
3816,3.45,STEM,630.0,6.0,Rejected
3817,3.23,Business,670.0,5.0,Rejected
3818,3.23,Humanities,620.0,6.0,Rejected
3819,3.39,STEM,720.0,4.0,Rejected
3820,3.27,STEM,600.0,5.0,Rejected
3821,3.29,Humanities,640.0,5.0,Rejected
3822,3.26,STEM,750.0,5.0,Rejected
3823,3.07,STEM,640.0,5.0,Rejected
3824,3.28,Business,610.0,5.0,Rejected
3825,3.14,Business,620.0,4.0,Rejected
3826,2.93,Humanities,640.0,5.0,Rejected
3827,3.3,Business,600.0,4.0,Rejected
3828,3.08,Humanities,570.0,5.0,Rejected
3829,3.12,Business,600.0,5.0,Rejected
3830,3.3,Business,590.0,6.0,Rejected
3831,3.3,STEM,630.0,4.0,Rejected
3832,3.22,Business,630.0,4.0,Rejected
3833,3.4,STEM,700.0,5.0,Admit
3834,3.21,Humanities,660.0,4.0,Rejected
3835,3.45,STEM,750.0,5.0,Admit
3836,3.49,Business,680.0,6.0,Admit
3837,3.35,Humanities,660.0,5.0,Rejected
3838,3.24,STEM,630.0,5.0,Rejected
3839,2.91,STEM,590.0,5.0,Rejected
3840,3.11,Humanities,690.0,7.0,Rejected
3841,3.3,STEM,670.0,4.0,Rejected
3842,3.02,Humanities,570.0,6.0,Rejected
3843,3.17,Humanities,620.0,5.0,Rejected
3844,3.35,Business,650.0,5.0,Rejected
3845,3.37,Humanities,670.0,4.0,Rejected
3846,3.25,Humanities,690.0,5.0,Rejected
3847,3.37,Humanities,570.0,4.0,Rejected
3848,3.26,Business,630.0,5.0,Rejected
3849,3.26,Humanities,700.0,3.0,Rejected
3850,3.08,Humanities,690.0,6.0,Rejected
3851,3.54,Humanities,660.0,7.0,Rejected
3852,3.37,STEM,650.0,5.0,Rejected
3853,3.29,Humanities,620.0,6.0,Rejected
3854,3.27,STEM,660.0,6.0,Rejected
3855,3.05,STEM,660.0,6.0,Rejected
3856,3.54,Business,620.0,4.0,Rejected
3857,3.27,Humanities,680.0,5.0,Rejected
3858,3.16,STEM,670.0,5.0,Rejected
3859,3.29,Business,630.0,5.0,Rejected
3860,3.41,STEM,690.0,2.0,Rejected
3861,3.26,STEM,680.0,4.0,Admit
3862,3.22,Humanities,650.0,5.0,Rejected
3863,3.06,Business,690.0,5.0,Rejected
3864,3.31,STEM,650.0,5.0,Rejected
3865,3.08,Humanities,680.0,6.0,Rejected
3866,3.34,Humanities,590.0,5.0,Rejected
3867,3.25,STEM,660.0,5.0,Rejected
3868,3.08,Business,620.0,5.0,Rejected
3869,3.16,STEM,680.0,5.0,Rejected
3870,3.25,Humanities,670.0,5.0,Rejected
3871,3.35,STEM,650.0,6.0,Rejected
3872,3.11,Business,600.0,5.0,Rejected
3873,3.51,Humanities,700.0,7.0,Rejected
3874,3.37,Humanities,690.0,6.0,Admit
3875,3.11,Humanities,580.0,5.0,Rejected
3876,3.48,Humanities,670.0,4.0,Admit
3877,3.07,Humanities,590.0,5.0,Rejected
3878,3.15,Business,610.0,5.0,Rejected
3879,3.21,Humanities,580.0,6.0,Rejected
3880,3.54,Business,780.0,5.0,Admit
3881,3.27,Humanities,590.0,4.0,Rejected
3882,3.55,STEM,680.0,5.0,Admit
3883,3.21,Business,660.0,7.0,Rejected
3884,3.2,Business,670.0,5.0,Rejected
3885,3.68,Humanities,740.0,5.0,Admit
3886,3.3,STEM,600.0,5.0,Rejected
3887,3.32,STEM,670.0,4.0,Rejected
3888,3.31,Humanities,650.0,6.0,Rejected
3889,3.32,Business,750.0,5.0,Admit
3890,3.08,Humanities,590.0,5.0,Rejected
3891,3.27,Business,710.0,6.0,Rejected
3892,3.36,STEM,670.0,6.0,Rejected
3893,3.17,Business,580.0,4.0,Rejected
3894,3.29,Humanities,630.0,5.0,Rejected
3895,3.39,STEM,670.0,6.0,Rejected
3896,2.86,Business,600.0,5.0,Rejected
3897,3.33,STEM,670.0,6.0,Rejected
3898,3.16,Business,660.0,5.0,Rejected
3899,3.12,Humanities,660.0,6.0,Rejected
3900,3.22,Business,700.0,5.0,Rejected
3901,3.48,Business,770.0,6.0,Rejected
3902,3.15,STEM,690.0,4.0,Rejected
3903,3.28,Humanities,750.0,5.0,Admit
3904,3.14,Humanities,590.0,6.0,Rejected
3905,3.23,STEM,650.0,7.0,Rejected
3906,3.32,Humanities,710.0,4.0,Rejected
3907,3.29,STEM,650.0,3.0,Rejected
3908,3.32,Business,620.0,6.0,Rejected
3909,3.43,Humanities,670.0,7.0,Rejected
3910,3.16,Humanities,600.0,6.0,Rejected
3911,3.24,Business,570.0,4.0,Rejected
3912,3.4,Humanities,680.0,7.0,Rejected
3913,3.23,Humanities,630.0,6.0,Rejected
3914,3.06,Humanities,650.0,5.0,Rejected
3915,3.08,Business,610.0,5.0,Rejected
3916,3.14,Business,670.0,3.0,Rejected
3917,3.18,Business,660.0,4.0,Rejected
3918,3.12,Humanities,600.0,4.0,Rejected
3919,3.12,Humanities,620.0,5.0,Rejected
3920,3.13,Humanities,680.0,6.0,Rejected
3921,3.22,Business,680.0,6.0,Rejected
3922,3.17,Business,590.0,6.0,Rejected
3923,3.2,Humanities,680.0,8.0,Rejected
3924,3.16,Business,670.0,5.0,Rejected
3925,3.41,Humanities,710.0,3.0,Rejected
3926,3.42,Humanities,730.0,4.0,Rejected
3927,2.93,STEM,610.0,4.0,Rejected
3928,3.19,Business,580.0,5.0,Rejected
3929,3.09,STEM,630.0,4.0,Rejected
3930,3.39,Business,660.0,5.0,Rejected
3931,3.12,Humanities,600.0,5.0,Rejected
3932,3.3,Business,640.0,6.0,Rejected
3933,3.14,Humanities,660.0,5.0,Rejected
3934,3.37,Business,710.0,7.0,Admit
3935,3.1,Business,670.0,5.0,Rejected
3936,3.45,Business,690.0,5.0,Rejected
3937,3.14,STEM,610.0,6.0,Rejected
3938,3.1,STEM,610.0,5.0,Rejected
3939,3.27,STEM,710.0,5.0,Rejected
3940,3.2,Humanities,640.0,4.0,Rejected
3941,3.28,Business,670.0,6.0,Rejected
3942,3.39,Humanities,680.0,4.0,Rejected
3943,3.34,STEM,710.0,5.0,Rejected
3944,3.27,Business,650.0,3.0,Rejected
3945,3.0,STEM,610.0,5.0,Rejected
3946,3.07,STEM,580.0,4.0,Rejected
3947,3.0,Business,590.0,5.0,Rejected
3948,3.5,Humanities,720.0,5.0,Admit
3949,3.12,Business,660.0,6.0,Rejected
3950,3.23,Humanities,610.0,5.0,Rejected
3951,3.16,Humanities,610.0,5.0,Rejected
3952,3.32,Business,650.0,5.0,Rejected
3953,3.13,Business,630.0,4.0,Rejected
3954,3.43,STEM,660.0,4.0,Admit
3955,3.29,STEM,640.0,6.0,Rejected
3956,3.42,STEM,700.0,5.0,Admit
3957,3.41,Business,720.0,3.0,Admit
3958,3.31,STEM,660.0,6.0,Rejected
3959,3.35,Humanities,630.0,5.0,Rejected
3960,3.12,Humanities,570.0,4.0,Rejected
3961,3.35,STEM,690.0,6.0,Rejected
3962,3.66,Business,710.0,5.0,Rejected
3963,3.5,STEM,720.0,5.0,Admit
3964,3.21,Humanities,610.0,6.0,Rejected
3965,3.06,Humanities,580.0,6.0,Rejected
3966,3.03,Humanities,570.0,6.0,Rejected
3967,2.99,Business,570.0,6.0,Rejected
3968,3.17,Business,580.0,4.0,Rejected
3969,3.4,Business,700.0,6.0,Rejected
3970,3.24,Humanities,700.0,4.0,Rejected
3971,3.08,Humanities,670.0,2.0,Rejected
3972,3.39,Business,690.0,5.0,Rejected
3973,3.4,Humanities,770.0,5.0,Admit
3974,3.32,STEM,660.0,4.0,Admit
3975,3.43,Humanities,740.0,5.0,Admit
3976,3.2,STEM,580.0,4.0,Rejected
3977,3.15,STEM,660.0,4.0,Rejected
3978,3.09,Humanities,570.0,4.0,Rejected
3979,3.0,Humanities,590.0,3.0,Rejected
3980,3.39,Humanities,710.0,6.0,Rejected
3981,3.16,Humanities,610.0,5.0,Rejected
3982,3.14,Humanities,570.0,6.0,Rejected
3983,3.17,STEM,670.0,6.0,Rejected
3984,3.24,Business,640.0,6.0,Rejected
3985,3.34,Business,670.0,6.0,Admit
3986,3.23,Business,600.0,7.0,Rejected
3987,3.37,STEM,710.0,6.0,Rejected
3988,3.32,STEM,660.0,3.0,Rejected
3989,3.26,Humanities,650.0,5.0,Rejected
3990,3.08,STEM,570.0,7.0,Rejected
3991,3.41,STEM,740.0,5.0,Rejected
3992,3.6,STEM,780.0,6.0,Rejected
3993,3.15,Humanities,620.0,7.0,Rejected
3994,3.37,Business,620.0,4.0,Rejected
3995,3.38,Business,680.0,4.0,Rejected
3996,3.31,Humanities,660.0,4.0,Rejected
3997,3.24,STEM,680.0,7.0,Admit
3998,3.18,STEM,650.0,3.0,Rejected
3999,3.31,Humanities,650.0,5.0,Rejected
4000,3.76,Business,780.0,3.0,Rejected
4001,3.33,Humanities,690.0,8.0,Rejected
4002,2.99,STEM,570.0,4.0,Rejected
4003,3.32,Business,680.0,6.0,Rejected
4004,3.17,Business,580.0,5.0,Rejected
4005,3.23,Humanities,620.0,6.0,Rejected
4006,3.47,Humanities,650.0,5.0,Rejected
4007,2.95,STEM,590.0,6.0,Rejected
4008,3.07,Humanities,680.0,6.0,Rejected
4009,3.2,STEM,600.0,5.0,Rejected
4010,3.12,Humanities,610.0,4.0,Rejected
4011,2.99,Humanities,620.0,6.0,Rejected
4012,3.3,Humanities,580.0,5.0,Rejected
4013,3.34,Humanities,610.0,6.0,Rejected
4014,3.26,Humanities,670.0,5.0,Rejected
4015,3.02,Humanities,640.0,6.0,Rejected
4016,3.2,STEM,620.0,6.0,Rejected
4017,3.63,Humanities,760.0,3.0,Admit
4018,3.1,Business,610.0,5.0,Rejected
4019,3.1,Humanities,610.0,7.0,Rejected
4020,3.21,Humanities,640.0,4.0,Rejected
4021,2.93,Humanities,660.0,4.0,Rejected
4022,3.33,Humanities,610.0,6.0,Rejected
4023,3.36,STEM,690.0,5.0,Admit
4024,3.32,STEM,690.0,4.0,Waitlist
4025,2.94,STEM,590.0,4.0,Rejected
4026,3.07,STEM,570.0,6.0,Rejected
4027,3.49,Humanities,750.0,6.0,Rejected
4028,3.43,Humanities,690.0,5.0,Waitlist
4029,3.38,Humanities,700.0,4.0,Admit
4030,3.29,Humanities,690.0,6.0,Admit
4031,3.11,Humanities,650.0,5.0,Rejected
4032,3.17,Humanities,680.0,5.0,Rejected
4033,3.2,Business,650.0,4.0,Rejected
4034,3.29,Business,640.0,5.0,Rejected
4035,3.2,Business,650.0,6.0,Rejected
4036,3.43,STEM,700.0,8.0,Rejected
4037,3.19,Humanities,680.0,6.0,Rejected
4038,3.2,Business,620.0,5.0,Rejected
4039,3.13,Business,630.0,3.0,Rejected
4040,3.29,STEM,670.0,5.0,Rejected
4041,3.2,Business,700.0,6.0,Rejected
4042,3.23,Humanities,650.0,3.0,Rejected
4043,2.93,Business,590.0,3.0,Rejected
4044,3.37,Humanities,640.0,5.0,Rejected
4045,3.21,Business,700.0,5.0,Rejected
4046,3.36,Business,600.0,6.0,Rejected
4047,3.21,Humanities,620.0,6.0,Rejected
4048,3.45,STEM,660.0,7.0,Admit
4049,3.04,Business,590.0,5.0,Rejected
4050,3.39,Humanities,780.0,6.0,Rejected
4051,3.36,Business,680.0,4.0,Rejected
4052,3.36,STEM,570.0,3.0,Rejected
4053,3.4,STEM,680.0,5.0,Rejected
4054,3.17,Business,720.0,4.0,Rejected
4055,3.32,Humanities,660.0,5.0,Rejected
4056,3.19,Humanities,740.0,6.0,Rejected
4057,3.04,Business,640.0,5.0,Rejected
4058,3.19,STEM,600.0,6.0,Rejected
4059,3.44,Business,610.0,6.0,Rejected
4060,3.27,Business,720.0,5.0,Rejected
4061,3.36,STEM,690.0,6.0,Rejected
4062,3.26,STEM,670.0,6.0,Rejected
4063,2.95,STEM,610.0,5.0,Rejected
4064,3.04,Humanities,610.0,7.0,Rejected
4065,3.23,Business,610.0,6.0,Rejected
4066,3.15,Humanities,600.0,5.0,Rejected
4067,3.24,Business,650.0,5.0,Rejected
4068,3.23,Humanities,680.0,5.0,Rejected
4069,3.38,Business,680.0,6.0,Rejected
4070,3.3,Business,670.0,3.0,Rejected
4071,3.07,STEM,590.0,6.0,Rejected
4072,3.35,Humanities,710.0,3.0,Admit
4073,3.08,STEM,660.0,2.0,Rejected
4074,3.0,STEM,570.0,6.0,Rejected
4075,3.38,Humanities,610.0,5.0,Rejected
4076,3.15,Humanities,650.0,4.0,Rejected
4077,3.35,STEM,730.0,4.0,Rejected
4078,3.23,Humanities,600.0,6.0,Rejected
4079,3.31,Humanities,700.0,6.0,Rejected
4080,3.15,Humanities,620.0,5.0,Rejected
4081,3.43,Humanities,660.0,5.0,Admit
4082,3.57,Humanities,720.0,7.0,Admit
4083,3.19,Humanities,580.0,5.0,Rejected
4084,3.18,Business,570.0,4.0,Rejected
4085,3.35,Business,670.0,3.0,Rejected
4086,2.88,Humanities,570.0,4.0,Rejected
4087,3.18,Business,640.0,6.0,Rejected
4088,3.24,Business,740.0,5.0,Rejected
4089,3.09,Business,570.0,4.0,Rejected
4090,3.15,STEM,630.0,6.0,Rejected
4091,3.5,Business,740.0,4.0,Admit
4092,3.28,STEM,720.0,5.0,Rejected
4093,3.4,Humanities,730.0,4.0,Admit
4094,3.28,Business,600.0,6.0,Rejected
4095,3.16,Business,660.0,5.0,Rejected
4096,3.14,Humanities,680.0,7.0,Rejected
4097,3.33,Humanities,650.0,5.0,Rejected
4098,3.42,Humanities,710.0,4.0,Admit
4099,3.46,Business,700.0,4.0,Admit
4100,3.32,Humanities,760.0,5.0,Admit
4101,3.34,Humanities,720.0,6.0,Admit
4102,3.33,Humanities,620.0,4.0,Rejected
4103,3.14,Business,570.0,4.0,Rejected
4104,3.24,STEM,680.0,5.0,Waitlist
4105,3.16,Business,570.0,5.0,Rejected
4106,3.32,Humanities,600.0,6.0,Rejected
4107,3.29,STEM,650.0,6.0,Rejected
4108,3.32,Humanities,660.0,4.0,Rejected
4109,3.22,Humanities,650.0,5.0,Rejected
4110,3.17,Business,650.0,4.0,Rejected
4111,2.87,Humanities,580.0,6.0,Rejected
4112,3.01,STEM,630.0,6.0,Rejected
4113,3.35,Humanities,660.0,4.0,Rejected
4114,3.28,STEM,700.0,7.0,Rejected
4115,3.42,Humanities,670.0,6.0,Rejected
4116,3.54,Humanities,710.0,4.0,Rejected
4117,3.2,STEM,670.0,5.0,Rejected
4118,2.99,Business,580.0,5.0,Rejected
4119,3.12,Business,700.0,6.0,Rejected
4120,3.27,STEM,680.0,4.0,Rejected
4121,3.12,Humanities,660.0,6.0,Rejected
4122,3.42,Business,660.0,6.0,Rejected
4123,3.44,Humanities,660.0,6.0,Rejected
4124,3.47,Humanities,600.0,6.0,Rejected
4125,3.08,Business,660.0,6.0,Rejected
4126,2.88,Humanities,570.0,5.0,Rejected
4127,3.25,STEM,630.0,6.0,Rejected
4128,3.25,Business,690.0,5.0,Rejected
4129,3.46,Humanities,730.0,6.0,Rejected
4130,3.09,Humanities,570.0,5.0,Rejected
4131,3.17,Humanities,670.0,5.0,Rejected
4132,3.41,Humanities,780.0,5.0,Admit
4133,3.37,STEM,610.0,6.0,Rejected
4134,3.13,Humanities,570.0,6.0,Rejected
4135,3.16,Humanities,590.0,4.0,Rejected
4136,3.31,STEM,680.0,6.0,Rejected
4137,3.08,Humanities,610.0,5.0,Rejected
4138,3.13,Business,690.0,5.0,Rejected
4139,3.32,Business,620.0,5.0,Rejected
4140,3.26,STEM,700.0,4.0,Rejected
4141,3.0,Business,580.0,5.0,Rejected
4142,3.14,STEM,650.0,5.0,Rejected
4143,3.34,Humanities,670.0,5.0,Admit
4144,3.21,STEM,670.0,5.0,Admit
4145,3.2,Humanities,670.0,6.0,Rejected
4146,3.27,Business,640.0,5.0,Rejected
4147,3.49,Humanities,780.0,5.0,Admit
4148,3.22,Business,710.0,5.0,Rejected
4149,3.38,Business,640.0,6.0,Rejected
4150,3.21,STEM,640.0,5.0,Rejected
4151,3.58,STEM,700.0,4.0,Admit
4152,3.32,Humanities,660.0,5.0,Admit
4153,3.01,Business,590.0,3.0,Rejected
4154,3.38,Humanities,700.0,6.0,Admit
4155,3.24,Humanities,570.0,5.0,Rejected
4156,3.12,Humanities,590.0,5.0,Rejected
4157,3.14,Business,600.0,5.0,Rejected
4158,3.27,Humanities,630.0,3.0,Rejected
4159,3.24,Humanities,640.0,4.0,Rejected
4160,3.28,STEM,670.0,5.0,Admit
4161,3.16,Humanities,710.0,6.0,Rejected
4162,3.27,Humanities,660.0,3.0,Rejected
4163,3.42,Business,750.0,5.0,Rejected
4164,3.01,Humanities,590.0,6.0,Rejected
4165,3.17,Humanities,630.0,6.0,Rejected
4166,3.24,Humanities,610.0,4.0,Rejected
4167,2.97,STEM,590.0,6.0,Rejected
4168,3.13,Business,630.0,6.0,Rejected
4169,3.12,Business,630.0,5.0,Rejected
4170,3.34,Humanities,670.0,5.0,Waitlist
4171,3.34,STEM,670.0,8.0,Rejected
4172,3.27,STEM,680.0,5.0,Rejected
4173,3.05,Humanities,570.0,4.0,Rejected
4174,3.43,Business,640.0,4.0,Rejected
4175,3.2,STEM,700.0,6.0,Rejected
4176,3.32,STEM,570.0,6.0,Rejected
4177,3.27,Business,610.0,4.0,Rejected
4178,3.31,Humanities,620.0,4.0,Rejected
4179,3.23,Business,670.0,5.0,Admit
4180,3.08,Humanities,610.0,4.0,Rejected
4181,3.04,STEM,570.0,6.0,Rejected
4182,3.5,Humanities,720.0,7.0,Rejected
4183,3.4,Business,620.0,5.0,Rejected
4184,3.33,STEM,690.0,4.0,Rejected
4185,3.28,Business,620.0,7.0,Rejected
4186,3.07,STEM,570.0,6.0,Rejected
4187,3.37,Business,610.0,6.0,Rejected
4188,3.33,STEM,690.0,5.0,Rejected
4189,3.4,STEM,710.0,6.0,Admit
4190,3.39,Humanities,740.0,5.0,Admit
4191,3.09,Humanities,630.0,6.0,Rejected
4192,3.11,Business,640.0,4.0,Rejected
4193,3.41,Humanities,670.0,6.0,Admit
4194,3.17,Business,590.0,5.0,Rejected
4195,3.39,Humanities,730.0,4.0,Rejected
4196,3.1,STEM,590.0,6.0,Rejected
4197,3.11,Business,580.0,5.0,Rejected
4198,3.38,STEM,650.0,4.0,Rejected
4199,3.14,STEM,640.0,4.0,Rejected
4200,3.36,STEM,670.0,4.0,Rejected
4201,3.24,Business,670.0,4.0,Admit
4202,3.37,STEM,630.0,5.0,Rejected
4203,3.25,Business,630.0,5.0,Rejected
4204,3.14,STEM,680.0,6.0,Rejected
4205,3.25,STEM,700.0,5.0,Rejected
4206,3.07,Business,630.0,5.0,Rejected
4207,3.32,Business,610.0,3.0,Rejected
4208,3.06,Business,570.0,4.0,Rejected
4209,3.26,Humanities,630.0,4.0,Rejected
4210,3.12,STEM,630.0,6.0,Rejected
4211,3.19,STEM,640.0,5.0,Rejected
4212,3.33,Business,670.0,6.0,Rejected
4213,3.27,Business,610.0,5.0,Rejected
4214,3.04,Humanities,610.0,5.0,Rejected
4215,3.51,STEM,690.0,3.0,Admit
4216,3.2,STEM,630.0,6.0,Rejected
4217,3.48,Humanities,650.0,7.0,Rejected
4218,3.31,STEM,720.0,4.0,Admit
4219,3.33,Humanities,670.0,4.0,Rejected
4220,3.1,STEM,610.0,4.0,Rejected
4221,3.13,Business,710.0,4.0,Rejected
4222,3.6,Humanities,690.0,5.0,Admit
4223,3.26,Business,570.0,7.0,Rejected
4224,2.98,Humanities,620.0,6.0,Rejected
4225,3.33,Humanities,650.0,6.0,Rejected
4226,3.35,Business,660.0,5.0,Admit
4227,3.29,Business,610.0,4.0,Rejected
4228,3.27,Humanities,720.0,4.0,Admit
4229,3.02,Business,610.0,5.0,Rejected
4230,3.16,Business,690.0,4.0,Rejected
4231,3.21,STEM,570.0,5.0,Rejected
4232,3.21,Humanities,620.0,6.0,Rejected
4233,3.22,Humanities,580.0,4.0,Rejected
4234,3.16,Humanities,590.0,5.0,Rejected
4235,3.43,STEM,750.0,4.0,Rejected
4236,3.42,STEM,630.0,5.0,Rejected
4237,3.34,STEM,670.0,6.0,Admit
4238,3.3,STEM,730.0,7.0,Rejected
4239,2.98,Humanities,590.0,5.0,Rejected
4240,3.1,Business,570.0,5.0,Rejected
4241,3.12,STEM,690.0,6.0,Rejected
4242,3.14,STEM,620.0,5.0,Rejected
4243,3.09,Business,570.0,5.0,Rejected
4244,3.1,Business,590.0,5.0,Rejected
4245,3.41,Humanities,700.0,4.0,Admit
4246,3.38,Business,590.0,3.0,Rejected
4247,3.42,STEM,690.0,4.0,Rejected
4248,3.09,Humanities,620.0,5.0,Rejected
4249,3.41,Humanities,650.0,6.0,Rejected
4250,3.13,STEM,620.0,5.0,Rejected
4251,3.4,Humanities,680.0,5.0,Admit
4252,3.36,STEM,750.0,3.0,Rejected
4253,3.47,STEM,700.0,4.0,Admit
4254,3.23,Humanities,650.0,5.0,Rejected
4255,3.21,Humanities,630.0,6.0,Rejected
4256,3.35,STEM,720.0,5.0,Rejected
4257,3.18,Business,620.0,4.0,Rejected
4258,3.35,STEM,710.0,5.0,Rejected
4259,3.33,STEM,570.0,4.0,Rejected
4260,3.13,STEM,630.0,6.0,Rejected
4261,3.46,Humanities,670.0,4.0,Rejected
4262,3.15,Humanities,610.0,5.0,Rejected
4263,3.31,Humanities,570.0,4.0,Rejected
4264,3.39,Business,720.0,4.0,Rejected
4265,3.16,Humanities,650.0,5.0,Rejected
4266,3.02,Business,640.0,7.0,Rejected
4267,3.57,STEM,670.0,5.0,Admit
4268,3.43,Humanities,640.0,4.0,Rejected
4269,3.09,Humanities,600.0,5.0,Rejected
4270,3.37,Business,650.0,4.0,Rejected
4271,2.99,STEM,600.0,6.0,Rejected
4272,3.27,STEM,580.0,5.0,Rejected
4273,3.27,STEM,640.0,5.0,Rejected
4274,3.25,Humanities,720.0,4.0,Admit
4275,3.23,Humanities,610.0,6.0,Rejected
4276,3.11,Humanities,580.0,6.0,Rejected
4277,3.27,STEM,700.0,6.0,Admit
4278,3.24,STEM,680.0,5.0,Rejected
4279,3.32,Humanities,650.0,5.0,Rejected
4280,2.86,Business,570.0,5.0,Rejected
4281,3.36,Business,690.0,4.0,Admit
4282,3.38,Humanities,660.0,3.0,Waitlist
4283,3.25,Business,660.0,6.0,Rejected
4284,2.99,Business,630.0,6.0,Rejected
4285,3.06,STEM,610.0,7.0,Rejected
4286,3.13,STEM,690.0,4.0,Rejected
4287,3.29,Business,670.0,5.0,Admit
4288,3.62,Business,760.0,5.0,Admit
4289,3.31,Humanities,670.0,5.0,Rejected
4290,3.46,Humanities,680.0,6.0,Admit
4291,3.26,STEM,700.0,5.0,Admit
4292,3.39,STEM,720.0,6.0,Admit
4293,3.12,Business,570.0,6.0,Rejected
4294,3.17,STEM,620.0,4.0,Rejected
4295,3.43,Business,710.0,5.0,Rejected
4296,3.0,Humanities,630.0,5.0,Rejected
4297,3.09,Humanities,670.0,5.0,Rejected
4298,3.37,Humanities,760.0,5.0,Admit
4299,3.31,Business,670.0,4.0,Rejected
4300,3.21,Business,680.0,5.0,Rejected
4301,3.16,Humanities,630.0,5.0,Rejected
4302,3.19,Humanities,690.0,7.0,Rejected
4303,2.93,Business,600.0,6.0,Rejected
4304,3.41,Business,610.0,3.0,Rejected
4305,3.08,STEM,600.0,3.0,Rejected
4306,3.4,Business,700.0,5.0,Rejected
4307,3.23,Business,670.0,6.0,Admit
4308,2.96,STEM,610.0,5.0,Rejected
4309,3.28,STEM,580.0,3.0,Rejected
4310,3.3,Humanities,710.0,6.0,Rejected
4311,3.14,Humanities,570.0,4.0,Rejected
4312,3.19,Business,660.0,4.0,Rejected
4313,3.06,Business,570.0,6.0,Rejected
4314,3.45,Humanities,700.0,5.0,Rejected
4315,3.4,Humanities,720.0,4.0,Admit
4316,3.17,Humanities,690.0,6.0,Rejected
4317,3.23,STEM,570.0,5.0,Rejected
4318,3.04,Humanities,590.0,5.0,Rejected
4319,3.28,Humanities,690.0,5.0,Rejected
4320,3.04,Humanities,610.0,5.0,Rejected
4321,3.26,Business,630.0,4.0,Rejected
4322,3.4,Business,690.0,3.0,Rejected
4323,3.07,Humanities,580.0,4.0,Rejected
4324,3.3,Business,680.0,6.0,Admit
4325,3.32,Humanities,610.0,5.0,Rejected
4326,3.11,Humanities,650.0,4.0,Rejected
4327,3.13,Humanities,660.0,6.0,Rejected
4328,3.26,STEM,680.0,6.0,Rejected
4329,3.18,Business,590.0,5.0,Rejected
4330,3.09,Humanities,570.0,5.0,Rejected
4331,3.32,Business,640.0,6.0,Rejected
4332,3.11,Humanities,600.0,3.0,Rejected
4333,3.14,Humanities,610.0,4.0,Rejected
4334,3.45,Business,630.0,5.0,Rejected
4335,2.99,Business,600.0,6.0,Rejected
4336,3.34,Business,670.0,4.0,Rejected
4337,3.06,STEM,660.0,5.0,Rejected
4338,3.28,STEM,670.0,4.0,Rejected
4339,3.39,STEM,730.0,3.0,Admit
4340,3.19,STEM,580.0,5.0,Rejected
4341,3.22,Humanities,600.0,6.0,Rejected
4342,2.99,STEM,670.0,5.0,Rejected
4343,3.3,Business,620.0,5.0,Rejected
4344,3.54,Humanities,690.0,6.0,Rejected
4345,3.49,Business,700.0,6.0,Rejected
4346,3.29,Business,650.0,4.0,Rejected
4347,3.26,STEM,670.0,6.0,Rejected
4348,3.44,STEM,730.0,5.0,Admit
4349,3.25,STEM,670.0,5.0,Admit
4350,3.18,Business,660.0,6.0,Rejected
4351,3.32,STEM,610.0,5.0,Rejected
4352,2.99,Business,570.0,3.0,Rejected
4353,3.26,Business,690.0,5.0,Rejected
4354,3.37,STEM,630.0,6.0,Rejected
4355,3.37,Business,610.0,6.0,Rejected
4356,3.48,Business,690.0,6.0,Admit
4357,3.27,Humanities,640.0,5.0,Rejected
4358,3.34,Humanities,710.0,5.0,Rejected
4359,3.24,Business,650.0,6.0,Rejected
4360,3.55,Humanities,690.0,7.0,Admit
4361,3.03,Humanities,590.0,5.0,Rejected
4362,3.15,STEM,580.0,6.0,Rejected
4363,3.49,Business,750.0,5.0,Rejected
4364,3.34,Humanities,710.0,6.0,Rejected
